X,Y,ObjectId,AQSID,CountryCode,DataSource,EPARegion,Elevation,GMTOffset,Latitude,LocalTimeString,Longitude,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_AQI_LABEL,PM10_AQI_SORT,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_AQI_LABEL,PM25_AQI_SORT,PM25_Measured,PM25_Unit,PM_AQI,PM_AQI_LABEL,PM_AQI_SORT,ReportingArea_PipeDelimited,SiteName,StateName,Status
-9406946.7028,4740146.5062,277722920,390610040,US,Ohio EPA-DAPC,R5,0,-5,39.12886,Fri 08/18/2023 03:00 AM EDT,-84.50404,25,34,34,34,22,22,22,1,PPB,18.0,16.0,16,16,1,UG/M3,8,34,34,34,1,UG/M3,34,34,34,Cincinnati,Taft NCore PAMS,OH,Active
-11586722.5951,3589681.3844,277722921,482430004,US,Texas Commission on Environmental Quality,R6,1830,-6,30.6678,Fri 08/18/2023 02:00 AM CDT,-104.0853,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,McDonald Observatory C317,TX,Inactive
-13649667.3459,5586756.0965,277722922,410432003,US,Oregon Dept. of Environmental Quality,R10,0,-8,44.778743,Fri 08/18/2023 12:00 AM PDT,-122.617048,,18,18,18,,ND,-999,0,,,,ND,-999,0,,3.3,18,18,18,1,UG/M3,18,18,18,Lyons,Lyons,OR,Active
15403020.9044,4403511.291,277722923,020211010,,Japan Ministry of Environment,,0,9,36.7442,Fri 08/18/2023 04:00 PM JST,138.367691,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020211010,,Active
14520009.5452,3899841.666,277722924,040202060,,Japan Ministry of Environment,,0,9,33.03418,Fri 08/18/2023 04:00 PM JST,130.435465,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040202060,,Active
15571879.5475,4210665.8257,277722925,012225030,,Japan Ministry of Environment,,0,9,35.343543,Fri 08/18/2023 04:00 PM JST,139.884574,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012225030,,Active
14628326.1927,3754946.5355,277722926,045201050,,Japan Ministry of Environment,,0,9,31.936259,Fri 08/18/2023 04:00 PM JST,131.40849,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 045201050,,Active
14891283.6467,4093014.0905,277722927,033202090,,Japan Ministry of Environment,,0,9,34.476862,Fri 08/18/2023 04:00 PM JST,133.770677,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033202090,,Active
15273066.4195,4397066.7428,277722928,016201021,,Japan Ministry of Environment,,0,9,36.697796,Fri 08/18/2023 04:00 PM JST,137.20029,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 016201021,,Active
-9259922.1532,5230603.9967,277722929,261250001,US,"Michigan Department of Environment, Great Lakes, and Energy",R5,390.4,-5,42.4631,Fri 08/18/2023 03:00 AM EDT,-83.183296,,27,27,27,27,27,27,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Detroit,OAK PARK,MI,Active
-13665669.7454,7143365.5546,277722930,000100205,CA,British Columbia Ministry of Environment,CA,583.5,-8,53.8583,Fri 08/18/2023 12:00 AM PDT,-122.7608,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,PRG Gladstone School,CC,Inactive
-9197604.0551,3231785.5883,277722931,121030023,US,Florida Dept. of Environmental Protection,R4,4.9,-5,27.863583,Fri 08/18/2023 03:00 AM EDT,-82.623483,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Derby Lane,FL,Active
15254211.9034,4226210.9215,277722932,021211010,,Japan Ministry of Environment,,0,9,35.45737,Fri 08/18/2023 04:00 PM JST,137.030917,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 021211010,,Active
15096030.8031,4143653.8782,277722933,027207510,,Japan Ministry of Environment,,0,9,34.851021,Fri 08/18/2023 04:00 PM JST,135.609952,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027207510,,Active
-166665.760499999,1380428.5914,277722934,854BFA010001,UV,U.S. Department of State Burkina Faso - Ouagadougou,DSUV,0,0,12.304907,Fri 08/18/2023 07:00 AM GMT,-1.497184,,131,131,131,,ND,-999,0,,,,ND,-999,0,,51.4,131,131,131,1,UG/M3,131,131,131,Ouagadougou,Ouagadougou,,Active
-7066645.8784,5577517.0681,277722935,000030120,CA,Canada-Nova Scotia1,CA,0,-4,44.7198,Fri 08/18/2023 04:00 AM ADT,-63.48076,27,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,1,7,7,7,1,UG/M3,7,7,7,,Lake Major,CC,Active
-13590002.7705,4447944.9673,277722936,060879992,US,Monterey Bay Unified APCD,R9,98.2,-8,37.063381,Fri 08/18/2023 12:00 AM PDT,-122.081072,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Felton SLVMS,CA,Inactive
14960263.6597,4130622.5817,277722937,028212010,,Japan Ministry of Environment,,0,9,34.754899,Fri 08/18/2023 04:00 PM JST,134.390335,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028212010,,Active
-12362728.7616,5729816.3554,277722938,300310019,US,Montana DEQ,R8,0,-7,45.683765,Fri 08/18/2023 01:00 AM MDT,-111.056282,,22,22,22,,ND,-999,0,,,,ND,-999,0,,4.3,22,22,22,1,UG/M3,22,22,22,Bozeman,Bozeman High School,MT,Active
-9372173.6108,4830813.9622,277722939,391130003,US,Ohio EPA-DAPC,R5,0,-5,39.757837,Fri 08/18/2023 03:00 AM EDT,-84.191668,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Reibold,OH,Inactive
14892025.5911,4096315.1806,277722940,033202080,,Japan Ministry of Environment,,0,9,34.501304,Fri 08/18/2023 04:00 PM JST,133.777342,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033202080,,Active
-7909561.5154,6176226.1654,277722941,000050504,CA,Canada-Quebec1,CA,93.9,-5,48.4153,Fri 08/18/2023 03:00 AM EDT,-71.0528,26,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,4.4,18,18,18,1,UG/M3,18,18,18,,Saguenay - UQAC,CC,Active
-11399360.6488,6214316.149,277722942,380130004,US,North Dakota Department of Environmental Quality,R8,696.3,-6,48.641899,Fri 08/18/2023 02:00 AM CDT,-102.402199,29,57,57,57,29,29,29,1,PPB,,,ND,-999,1,,16.1,57,57,57,1,UG/M3,57,57,57,Lostwood,Lostwood NWR,ND,Active
14930026.6144,4073378.5226,277722943,037201090,,Japan Ministry of Environment,,0,9,34.331328,Fri 08/18/2023 04:00 PM JST,134.118711,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037201090,,Active
14808546.2144,4010647.9057,277722944,038323020,,Japan Ministry of Environment,,0,9,33.864692,Fri 08/18/2023 04:00 PM JST,133.027434,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 038323020,,Active
15583936.3389,4258263.4923,277722945,012204530,,Japan Ministry of Environment,,0,9,35.691563,Fri 08/18/2023 04:00 PM JST,139.992882,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012204530,,Active
15267284.1512,4406248.2495,277722946,016203030,,Japan Ministry of Environment,,0,9,36.763899,Fri 08/18/2023 04:00 PM JST,137.148347,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 016203030,,Active
-10251322.8516,5912466.2742,277722947,271377550,US,Minnesota Pollution Control Agency,R5,0,-6,46.8183,Fri 08/18/2023 02:00 AM CDT,-92.0892,32,87,87,87,28,28,28,1,PPB,,,ND,-999,0,,28.1,87,87,87,1,UG/M3,87,87,87,Duluth Area,Duluth-WDSE,MN,Active
-12641728.9127,7088088.7908,277722948,CC0090133,CA,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,670.4,-7,53.564411,Fri 08/18/2023 01:00 AM MDT,-113.562583,,133,133,133,,ND,-999,0,,,,ND,-999,0,,,133,133,133,1,,133,133,133,,Edmonton Woodcroft,CC,Active
-13556634.1966,4334773.1637,277722949,840060539976,US,Monterey Bay Unified APCD,R9,0,-8,36.247808,Fri 08/18/2023 12:00 AM PDT,-121.781317,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Big Sur Ranger Station,CA,Inactive
14662887.555,3928203.4463,277722950,044201080,,Japan Ministry of Environment,,0,9,33.247513,Fri 08/18/2023 04:00 PM JST,131.71896,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 044201080,,Active
-9189176.6131,3203486.8362,277722951,120810028,US,Florida Dept. of Environmental Protection,R4,0,-5,27.638611,Fri 08/18/2023 03:00 AM EDT,-82.547778,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Port Manatee,FL,Active
-9557089.7565,5295912.5418,277722952,261390005,US,"Michigan Department of Environment, Great Lakes, and Energy",R5,390.4,-5,42.894402,Fri 08/18/2023 03:00 AM EDT,-85.852798,,27,27,27,25,25,25,1,,,10.0,10,10,1,,,27,27,27,1,,27,27,27,Grand Rapids,JENISON,MI,Active
-9216418.9415,4215528.556,277722953,370870035,US,North Carolina DEQ - Division of Air Quality,R4,1586,-5,35.379167,Fri 08/18/2023 03:00 AM EDT,-82.7925,45,37,37,37,37,37,37,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,South Ridges|Haywood County,FRYPAN,NC,Active
-13709485.097,6395583.8994,277722954,000101601,CA,British Columbia Ministry of Environment,CA,20.1,-8,49.7064,Fri 08/18/2023 12:00 AM PDT,-123.1544,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Squamish,CC,Inactive
14519821.4152,3969087.8889,277722955,040134510,,Japan Ministry of Environment,,0,9,33.554125,Fri 08/18/2023 04:00 PM JST,130.433775,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040134510,,Active
-12251233.1634,5280274.5067,277722956,560350100,US,Wyoming Department of Environmental Quality,R8,2174.3,-7,42.7914,Fri 08/18/2023 01:00 AM MDT,-110.0547,,37,37,37,37,37,37,1,,,7.0,7,7,1,,,,ND,-999,0,,7,7,7,Upper Green River Basin|Daniel South,Daniel South,WY,Active
15383387.4858,4390399.9178,277722957,020201520,,Japan Ministry of Environment,,0,9,36.649762,Fri 08/18/2023 04:00 PM JST,138.191321,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020201520,,Active
14991399.3874,4136420.1352,277722958,028201530,,Japan Ministry of Environment,,0,9,34.797677,Fri 08/18/2023 04:00 PM JST,134.670032,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028201530,,Active
-13650819.3913,6039356.021,277722959,530350007,US,Washington Department of Ecology,R10,77.8,-8,47.592675,Fri 08/18/2023 12:00 AM PDT,-122.627397,,19,19,19,,ND,-999,0,,,,ND,-999,0,,,19,19,19,1,,19,19,19,Bremerton-Silverdale-Bainbridge Island,Bremerton-Spruce Ave,WA,Active
-11670651.1459,4697477.5978,277722960,080410015,US,Colorado Department of Public Health and Environment,R8,1823,-7,38.830895,Fri 08/18/2023 01:00 AM MDT,-104.839243,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Colorado Springs,Colorado Springs - Highway 24,CO,Active
15557252.9457,4255674.5159,277722961,013101520,,Japan Ministry of Environment,,0,9,35.672672,Fri 08/18/2023 04:00 PM JST,139.753181,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013101520,,Active
15543092.7725,4229368.0453,277722962,014102010,,Japan Ministry of Environment,,0,9,35.480468,Fri 08/18/2023 04:00 PM JST,139.625978,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014102010,,Active
-10580360.7798,5007917.8247,277722963,191370002,US,Iowa DNR,R7,0,-6,40.970001,Fri 08/18/2023 02:00 AM CDT,-95.044998,,45,45,45,17,17,17,1,,,,ND,-999,0,,8,45,45,45,1,UG/M3,45,45,45,Viking Lake State Park,Viking Lake State Park,IA,Active
-9389829.4386,5281995.2026,277722964,260370002,US,"Michigan Department of Environment, Great Lakes, and Energy",R5,0,-5,42.802742,Fri 08/18/2023 03:00 AM EDT,-84.350273,,24,24,24,24,24,24,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,ROSE LAKE,MI,Active
-13614678.8507,4560339.5003,277722965,060010013,US,San Francisco Bay Area AQMD,R9,2.7,-8,37.864767,Fri 08/18/2023 12:00 AM PDT,-122.302741,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Oakland,Berkeley Aquatic Park,CA,Active
15160368.5708,4295435.2869,277722966,018207520,,Japan Ministry of Environment,,0,9,35.962301,Fri 08/18/2023 04:00 PM JST,136.187908,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 018207520,,Active
-9757220.1597,4131395.0449,277722967,010331002,US,Alabama Department of Environmental Management,R4,0,-6,34.7606,Fri 08/18/2023 02:00 AM CDT,-87.6506,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,MSHOALS,AL,Inactive
15686142.9936,4620580.2831,277722968,004201030,,Japan Ministry of Environment,,0,9,38.290746,Fri 08/18/2023 04:00 PM JST,140.91102,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004201030,,Active
-11839506.8948,3724505.3511,277722969,481410054,US,Texas Commission on Environmental Quality,R6,1116.3,-7,31.7039,Fri 08/18/2023 01:00 AM MDT,-106.3561,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,El Paso,El Paso Lower Valley C36,TX,Active
15053207.0856,4148815.857,277722970,028219010,,Japan Ministry of Environment,,0,9,34.889066,Fri 08/18/2023 04:00 PM JST,135.22526,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028219010,,Active
-10034305.5043,4679431.6905,277722971,171191007,US,Illinois EPA,R5,0,-6,38.7045,Fri 08/18/2023 02:00 AM CDT,-90.1397,,30,30,30,,ND,-999,0,,,,ND,-999,0,,8.1,30,30,30,1,UG/M3,30,30,30,St. Louis (Metro-east),GC_MAD,IL,Active
-13723132.8665,6337535.5495,277722972,124000100138,CA,Metro Vancouver,CA,0,-8,49.368,Fri 08/18/2023 12:00 AM PDT,-123.277,,8,8,8,,ND,-999,0,,,,ND,-999,0,,1.9,8,8,8,1,UG/M3,8,8,8,,Horseshoe Bay,,Active
-13549309.3741,4380439.0774,277722973,060539985,US,Monterey Bay Unified APCD,R9,0,-8,36.577939,Fri 08/18/2023 12:00 AM PDT,-121.715517,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Ingham,CA,Inactive
14927488.8639,4134159.873,277722974,033213020,,Japan Ministry of Environment,,0,9,34.781002,Fri 08/18/2023 04:00 PM JST,134.095914,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033213020,,Active
15642215.4319,4373077.6242,277722975,008212010,,Japan Ministry of Environment,,0,9,36.524816,Fri 08/18/2023 04:00 PM JST,140.516412,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 008212010,,Active
-13631138.4393,6976175.3337,277722976,000101702,CA,British Columbia Ministry of Environment,CA,456.3,-8,52.9631,Fri 08/18/2023 12:00 AM PDT,-122.4506,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,Quesnel Maple Drive,CC,Inactive
-9262805.7733,5195239.262,277722977,261630001,US,"Michigan Department of Environment, Great Lakes, and Energy",R5,0,-5,42.2283,Fri 08/18/2023 03:00 AM EDT,-83.2092,,24,24,24,24,24,24,1,,,10.0,10,10,1,,,22,22,22,1,,22,22,22,Detroit,ALLEN PARK,MI,Active
-13106042.3975,5670387.105,277722978,410610121,US,Oregon Dept. of Environmental Quality,R10,2175.3,-8,45.309556,Fri 08/18/2023 12:00 AM PDT,-117.733582,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Mt. Fanny,Mt Fanny,OR,Inactive
14527650.1811,3809023.9341,277722979,043481010,,Japan Ministry of Environment,,0,9,32.347588,Fri 08/18/2023 04:00 PM JST,130.504102,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 043481010,,Active
-9307300.1738,4258967.6146,277722980,471550101,US,National Park Service,USEPA,793.3,-5,35.6967,Fri 08/18/2023 03:00 AM EDT,-83.6089,,41,41,41,41,41,41,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Knoxville|Great Smoky Mtns. Natl. Park - TN,Cove Mountain - GSMNP,TN,Active
-13423769.1523,4170237.4583,277722981,060792007,US,San Luis Obispo County APCD,R9,30.5,-8,35.04676,Fri 08/18/2023 12:00 AM PDT,-120.58777,,7,7,7,,ND,-999,0,,5.0,6.0,6,6,1,UG/M3,2,7,7,7,1,UG/M3,7,7,7,Nipomo,Nipomo Mesa CDF,CA,Active
-11689128.7342,4833936.8818,277722982,080310026,US,Colorado Department of Public Health and Environment,R8,1602.5,-7,39.7794,Fri 08/18/2023 01:00 AM MDT,-105.00523,,43,43,43,39,39,39,1,,,20.0,20,20,1,,,43,43,43,1,,43,43,43,Denver-Boulder,La Casa NCORE - 4545 Navajo St.,CO,Active
-8890079.3977,4924571.9764,277722983,840420031301,US,Allegheny County,R3,269.9,-5,40.402267,Fri 08/18/2023 03:00 AM EDT,-79.860942,,20,20,20,,ND,-999,0,,,,ND,-999,0,,5.1,20,20,20,1,UG/M3,20,20,20,,North Braddock,PA,Active
-9153870.4121,3244675.2397,277722984,120573002,US,Hillsborough County - Tampa ,R4,0,-5,27.9659,Fri 08/18/2023 03:00 AM EDT,-82.230617,11,27,27,27,8,8,8,1,PPB,,,ND,-999,0,,7.3,27,27,27,1,UG/M3,27,27,27,Tampa,SYDNEY,FL,Active
-12847477.054,4020725.5239,277722985,060651004,US,National Park Service,USEPA,330,-8,33.93983,Fri 08/18/2023 12:00 AM PDT,-115.41085,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Joshua Tree NP - Pinto Wells,CA,Active
-13871526.8684,6167971.3463,277722986,530090015,US,Washington Department of Ecology,R10,0.3,-8,48.366058,Fri 08/18/2023 12:00 AM PDT,-124.610046,,20,20,20,,ND,-999,0,,,,ND,-999,0,,,20,20,20,1,,20,20,20,Makah Indian Tribe of Makah Indian Reservation,Neah Bay 2-Makah Tribe,WA,Active
-7595019.2773,5520025.4161,277722987,230090102,US,Maine Dept. of Environmental Protection,R1,466,-5,44.351665,Fri 08/18/2023 03:00 AM EDT,-68.227219,,25,25,25,25,25,25,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,High Elevations of Acadia National Park,Bar Harbor - Cadillac Mtn.,ME,Active
-13512081.1307,4680514.4429,277722988,060670002,US,Sacramento Metro. AQMD,R9,27.5,-8,38.71209,Fri 08/18/2023 12:00 AM PDT,-121.38109,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,North Highlands,Antelope - North Highlands,CA,Inactive
-9759780.508,5170301.2609,277722989,170317002,US,Illinois EPA,R5,0,-6,42.0622,Fri 08/18/2023 02:00 AM CDT,-87.6736,19,20,20,20,20,20,20,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,North and West Suburbs (Chicago),EVANSTON,IL,Active
-9837587.1548,4873536.7058,277722990,170191001,US,Illinois EPA,R5,0,-6,40.052241,Fri 08/18/2023 02:00 AM CDT,-88.372549,,47,47,47,,ND,-999,0,,,,ND,-999,0,,11.2,47,47,47,1,UG/M3,47,47,47,Champaign,BONDVILLE,IL,Active
-12923514.1662,5605666.5237,277722991,160850001,US,Idaho Department of Environmental Quality,R10,0,-7,44.8992,Fri 08/18/2023 01:00 AM MDT,-116.093903,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,McCall,ID,Inactive
-13724881.2504,5553423.1102,277722992,840410030014,US,Oregon Dept. of Environmental Quality,R10,73.8,-8,44.565803,Fri 08/18/2023 12:00 AM PDT,-123.292706,,10,10,10,,ND,-999,0,,,,ND,-999,0,,2.2,10,10,10,1,UG/M3,10,10,10,Corvallis,Corvallis EPA Office,OR,Active
-10761598.039,4055537.4426,277722993,400690324,US,Oklahoma Department of Environmental Quality,R6,0,-6,34.198875,Fri 08/18/2023 02:00 AM CDT,-96.67308,42,42,42,42,42,42,42,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tishomingo,OK,Active
14746611.3893,4089898.3771,277722994,034105510,,Japan Ministry of Environment,,0,9,34.453786,Fri 08/18/2023 04:00 PM JST,132.471064,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 034105510,,Active
-11135656.0184,4546520.5692,277722995,200570002,US,Kansas Dept. of Health and Environment,R7,803.7,-6,37.7667,Fri 08/18/2023 02:00 AM CDT,-100.0333,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Dodge City,KS,Active
14555196.857,3875600.0789,277722996,043201140,,Japan Ministry of Environment,,0,9,32.851428,Fri 08/18/2023 04:00 PM JST,130.751558,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 043201140,,Active
15494639.183,4301364.9796,277722997,011344010,,Japan Ministry of Environment,,0,9,36.005404,Fri 08/18/2023 04:00 PM JST,139.190712,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 011344010,,Active
15381387.0745,4142077.6067,277722998,022209010,,Japan Ministry of Environment,,0,9,34.8394,Fri 08/18/2023 04:00 PM JST,138.173351,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022209010,,Active
15607713.2916,4263214.1448,277722999,012212040,,Japan Ministry of Environment,,0,9,35.727674,Fri 08/18/2023 04:00 PM JST,140.206474,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012212040,,Active
15627039.9137,4211273.4132,277723000,012421020,,Japan Ministry of Environment,,0,9,35.347995,Fri 08/18/2023 04:00 PM JST,140.380088,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012421020,,Active
-8925189.3425,3035546.1124,277723001,840120115005,US,Broward County Natural Resources Division,R4,0,-5,26.29405,Fri 08/18/2023 03:00 AM EDT,-80.17634,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Broward County,Coconut Creek,FL,Active
-10648477.3989,3482114.3944,277723002,482010554,US,Texas Commission on Environmental Quality,R6,12.2,-6,29.8331,Fri 08/18/2023 02:00 AM CDT,-95.6569,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,West Houston C554,TX,Inactive
-13241197.395,4589276.7697,277723003,060510011,US,Great Basin Unified Air Pollution Control District,R9,0,-8,38.0697,Fri 08/18/2023 12:00 AM PDT,-118.9477,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Mono Lake,Mono Shore,CA,Active
-9684083.2543,5659036.2416,277723004,550290004,US,Wisconsin Dept. of Natural Resources,R5,0,-6,45.2378,Fri 08/18/2023 02:00 AM CDT,-86.9936,27,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Door County,NEWPORT,WI,Active
15025658.8512,4119527.8122,277723005,028111510,,Japan Ministry of Environment,,0,9,34.672973,Fri 08/18/2023 04:00 PM JST,134.97779,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028111510,,Active
15210393.1009,4382036.8082,277723006,017201300,,Japan Ministry of Environment,,0,9,36.589464,Fri 08/18/2023 04:00 PM JST,136.637286,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 017201300,,Active
14842028.4456,4103970.3515,277723007,034207310,,Japan Ministry of Environment,,0,9,34.557957,Fri 08/18/2023 04:00 PM JST,133.32821,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 034207310,,Active
15508863.9215,4254607.7744,277723008,013201510,,Japan Ministry of Environment,,0,9,35.664887,Fri 08/18/2023 04:00 PM JST,139.318495,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013201510,,Active
-12482036.7617,3956762.7714,277723009,040134020,US,Maricopa County Air Quality Department,R9,324.5,-7,33.461807,Fri 08/18/2023 12:00 AM MST,-112.128044,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Thirty Third,AZ,Active
-9254234.1725,5201089.1241,277723010,261630005,US,"Michigan Department of Environment, Great Lakes, and Energy",R5,0,-5,42.2672,Fri 08/18/2023 03:00 AM EDT,-83.1322,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,RIVER ROUGE,MI,Active
15185480.9121,4144786.0663,277723011,024210510,,Japan Ministry of Environment,,0,9,34.859367,Fri 08/18/2023 04:00 PM JST,136.413496,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 024210510,,Active
-13669075.0086,6323881.2482,277723012,000100135,CA,Metro Vancouver,CA,0,-8,49.28806,Fri 08/18/2023 12:00 AM PDT,-122.79139,14,12,12,12,12,12,12,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Coquitlam,CC,Active
7955694.2049,6643485.5361,277723013,KAZ010001,KZ,U.S. Department of State Kazakhstan - Astana,DSKZ,0,6,51.125287,Fri 08/18/2023 01:00 PM +06,71.467217,,41,41,41,,ND,-999,0,,,,ND,-999,0,,10,41,41,41,1,UG/M3,41,41,41,Astana,Astana,,Active
-8965764.5176,4160333.3294,277723014,371790003,US,North Carolina DEQ - Division of Air Quality,R4,200.1,-5,34.973889,Fri 08/18/2023 03:00 AM EDT,-80.540833,38,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Union County,MONROEMS,NC,Active
